Airlines,Flight Date,COVID Phase,Departure delay (Minutes),Delay Carrier (Minutes)_Dep,Delay Weather (Minutes)_Dep,Delay National Aviation System (Minutes)_Dep,Delay Security (Minutes)_Dep,Delay Late Aircraft Arrival (Minutes)_Dep,Total Flights_Dep,Cancelled Flights,Cancellation Rate (%),Arrival Delay (Minutes),Delay Carrier (Minutes)_Arr,Delay Weather (Minutes)_Arr,Delay National Aviation System (Minutes)_Arr,Delay Security (Minutes)_Arr,Delay Late Aircraft Arrival (Minutes)_Arr,Total Flights_Arr
Delta Airlines,2021-07-31,During-COVID,-5.352941176470588,0,0,0,0,0,17,0.0,0.0,3.235294117647059,0.0,0.0,163.0,0.0,0.0,17.0
Delta Airlines,2021-08-01,During-COVID,-0.10526315789473684,0,0,0,0,38,19,0.0,0.0,4.2631578947368425,82.0,0.0,5.0,0.0,65.0,19.0
Delta Airlines,2021-08-02,During-COVID,7.578947368421052,181,0,0,0,0,19,0.0,0.0,-1.2105263157894737,16.0,0.0,0.0,50.0,0.0,19.0
Delta Airlines,2021-08-03,During-COVID,-0.5,0,0,23,0,0,18,0.0,0.0,4.611111111111111,91.0,12.0,53.0,0.0,13.0,18.0
Delta Airlines,2021-08-04,During-COVID,-3.7777777777777777,0,0,0,0,0,18,0.0,0.0,-6.277777777777778,0.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-08-05,During-COVID,-2.0526315789473686,0,0,0,0,40,19,0.0,0.0,37.21052631578947,830.0,0.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-08-06,During-COVID,24.894736842105264,28,0,8,0,429,19,0.0,0.0,-1.5263157894736843,36.0,0.0,10.0,0.0,15.0,19.0
Delta Airlines,2021-08-07,During-COVID,-4.235294117647059,0,0,0,0,0,17,0.0,0.0,-1.411764705882353,66.0,0.0,20.0,0.0,20.0,17.0
Delta Airlines,2021-08-08,During-COVID,-3.9473684210526314,0,0,0,0,0,19,0.0,0.0,-5.368421052631579,15.0,0.0,31.0,0.0,0.0,19.0
Delta Airlines,2021-08-09,During-COVID,-0.47368421052631576,0,0,1,0,38,19,0.0,0.0,-1.5263157894736843,45.0,0.0,0.0,0.0,32.0,19.0
Delta Airlines,2021-08-10,During-COVID,-5.611111111111111,0,0,16,0,0,18,0.0,0.0,-8.11111111111111,0.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-08-11,During-COVID,3.0555555555555554,0,0,11,0,62,18,0.0,0.0,4.777777777777778,52.0,23.0,92.0,0.0,42.0,18.0
Delta Airlines,2021-08-12,During-COVID,3.1578947368421053,4,0,7,0,63,19,0.0,0.0,12.842105263157896,73.0,107.0,48.0,0.0,56.0,19.0
Delta Airlines,2021-08-13,During-COVID,-0.7894736842105263,0,0,19,0,41,19,0.0,0.0,4.0,131.0,0.0,18.0,0.0,15.0,19.0
Delta Airlines,2021-08-14,During-COVID,10.0,84,0,54,0,49,17,0.0,0.0,8.352941176470589,226.0,0.0,46.0,0.0,0.0,17.0
Delta Airlines,2021-08-15,During-COVID,17.736842105263158,89,0,24,0,198,19,0.0,0.0,19.894736842105264,198.0,0.0,51.0,0.0,122.0,19.0
Delta Airlines,2021-08-16,During-COVID,1.6842105263157894,21,0,0,0,62,19,0.0,0.0,-0.05263157894736842,86.0,0.0,5.0,0.0,0.0,19.0
Delta Airlines,2021-08-17,During-COVID,-4.5,0,0,0,0,0,18,0.0,0.0,-1.3888888888888888,33.0,14.0,27.0,0.0,33.0,18.0
Delta Airlines,2021-08-18,During-COVID,-2.2777777777777777,0,0,46,0,26,18,0.0,0.0,-0.8333333333333334,37.0,45.0,29.0,0.0,0.0,18.0
Delta Airlines,2021-08-19,During-COVID,4.526315789473684,81,0,26,0,0,19,0.0,0.0,34.63157894736842,675.0,0.0,34.0,0.0,22.0,19.0
Delta Airlines,2021-08-20,During-COVID,16.473684210526315,41,0,39,0,309,19,0.0,0.0,-0.5789473684210527,129.0,0.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-08-21,During-COVID,-2.2941176470588234,0,0,15,0,17,17,0.0,0.0,2.7058823529411766,73.0,0.0,60.0,0.0,34.0,17.0
Delta Airlines,2021-08-22,During-COVID,6.444444444444445,159,0,2,0,13,18,0.0,0.0,-3.4444444444444446,87.0,0.0,1.0,0.0,0.0,18.0
Delta Airlines,2021-08-23,During-COVID,2.9473684210526314,27,0,9,0,90,19,0.0,0.0,-0.7894736842105263,166.0,0.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-08-24,During-COVID,0.9444444444444444,18,0,2,0,62,18,0.0,0.0,-6.944444444444445,0.0,0.0,0.0,0.0,78.0,18.0
Delta Airlines,2021-08-25,During-COVID,-2.611111111111111,0,0,52,0,0,18,0.0,0.0,-0.7222222222222222,101.0,0.0,43.0,0.0,0.0,18.0
Delta Airlines,2021-08-26,During-COVID,-4.157894736842105,0,0,38,0,13,19,0.0,0.0,-6.315789473684211,0.0,13.0,25.0,0.0,0.0,19.0
Delta Airlines,2021-08-27,During-COVID,1.7894736842105263,0,0,37,0,83,19,0.0,0.0,9.210526315789474,202.0,29.0,37.0,0.0,0.0,19.0
Delta Airlines,2021-08-28,During-COVID,-6.705882352941177,0,0,0,0,0,17,0.0,0.0,-11.823529411764707,0.0,0.0,0.0,0.0,0.0,17.0
Delta Airlines,2021-08-29,During-COVID,7.2631578947368425,205,0,39,0,0,19,0.0,0.0,-7.368421052631579,0.0,18.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-08-30,During-COVID,6.157894736842105,14,0,51,0,163,19,0.0,0.0,7.052631578947368,0.0,0.0,91.0,0.0,175.0,19.0
Delta Airlines,2021-08-31,During-COVID,-3.0,16,0,1,0,20,18,0.0,0.0,-5.0,0.0,0.0,29.0,0.0,0.0,18.0
Delta Airlines,2021-09-01,During-COVID,9.11111111111111,0,0,0,0,248,18,0.0,0.0,7.0,287.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-09-02,During-COVID,1.2105263157894737,0,0,0,0,60,19,0.0,0.0,-0.2631578947368421,52.0,0.0,0.0,0.0,44.0,19.0
Delta Airlines,2021-09-03,During-COVID,-4.157894736842105,0,0,0,0,0,19,0.0,0.0,-9.421052631578947,21.0,0.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-09-04,During-COVID,-6.8125,0,0,0,0,0,16,0.0,0.0,-13.375,0.0,0.0,0.0,0.0,0.0,16.0
Delta Airlines,2021-09-05,During-COVID,-5.3125,0,0,0,0,0,16,0.0,0.0,-6.5,0.0,0.0,0.0,0.0,0.0,16.0
Delta Airlines,2021-09-06,During-COVID,-4.052631578947368,0,0,0,0,0,19,0.0,0.0,-1.5789473684210527,19.0,0.0,42.0,0.0,0.0,19.0
Delta Airlines,2021-09-07,During-COVID,-5.411764705882353,0,0,0,0,0,17,0.0,0.0,-2.176470588235294,20.0,0.0,0.0,0.0,0.0,17.0
Delta Airlines,2021-09-08,During-COVID,-3.5294117647058822,0,0,0,0,31,17,0.0,0.0,-0.058823529411764705,57.0,0.0,0.0,0.0,0.0,17.0
Delta Airlines,2021-09-09,During-COVID,-5.2631578947368425,0,0,0,0,0,19,0.0,0.0,-1.263157894736842,35.0,0.0,36.0,0.0,0.0,19.0
Delta Airlines,2021-09-10,During-COVID,-3.4210526315789473,0,0,0,0,0,19,0.0,0.0,-2.526315789473684,0.0,0.0,23.0,0.0,19.0,19.0
Delta Airlines,2021-09-11,During-COVID,-2.0625,0,0,0,0,0,16,0.0,0.0,-4.6875,33.0,0.0,0.0,0.0,0.0,16.0
Delta Airlines,2021-09-12,During-COVID,3.1578947368421053,13,0,3,0,106,19,0.0,0.0,-2.9,103.0,0.0,9.0,0.0,0.0,20.0
Delta Airlines,2021-09-13,During-COVID,-4.523809523809524,0,0,0,0,0,21,0.0,0.0,-2.7142857142857144,68.0,0.0,6.0,0.0,0.0,21.0
Delta Airlines,2021-09-14,During-COVID,2.2,123,0,0,0,27,20,0.0,0.0,-3.1,57.0,9.0,18.0,0.0,0.0,20.0
Delta Airlines,2021-09-15,During-COVID,-4.65,0,0,0,0,0,20,0.0,0.0,-4.6,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-09-16,During-COVID,-3.619047619047619,14,0,15,0,0,21,0.0,0.0,-5.904761904761905,20.0,0.0,0.0,0.0,10.0,21.0
Delta Airlines,2021-09-17,During-COVID,-1.380952380952381,45,0,0,0,0,21,0.0,0.0,-1.1428571428571428,42.0,0.0,0.0,0.0,22.0,21.0
Delta Airlines,2021-09-18,During-COVID,0.5263157894736842,61,0,0,0,31,19,0.0,0.0,-7.052631578947368,16.0,0.0,18.0,0.0,0.0,19.0
Delta Airlines,2021-09-19,During-COVID,0.7142857142857143,0,0,11,0,39,21,0.0,0.0,2.238095238095238,97.0,0.0,2.0,0.0,0.0,21.0
Delta Airlines,2021-09-20,During-COVID,1.7619047619047619,65,0,10,0,16,21,0.0,0.0,7.714285714285714,172.0,30.0,24.0,0.0,1.0,21.0
Delta Airlines,2021-09-21,During-COVID,-3.3,0,0,18,0,0,20,0.0,0.0,0.45,5.0,0.0,31.0,0.0,22.0,20.0
Delta Airlines,2021-09-22,During-COVID,6.5,0,0,20,0,180,20,0.0,0.0,8.4,213.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-09-23,During-COVID,-0.6666666666666666,53,0,3,0,0,21,0.0,0.0,0.6666666666666666,55.0,0.0,0.0,0.0,0.0,21.0
Delta Airlines,2021-09-24,During-COVID,0.3333333333333333,16,0,37,0,33,21,1.0,4.761904761904762,4.904761904761905,110.0,0.0,3.0,0.0,63.0,21.0
Delta Airlines,2021-09-25,During-COVID,-1.6842105263157894,33,0,0,0,0,19,0.0,0.0,-4.578947368421052,0.0,0.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-09-26,During-COVID,-1.0952380952380953,0,0,106,0,28,21,0.0,0.0,9.333333333333334,176.0,0.0,35.0,0.0,38.0,21.0
Delta Airlines,2021-09-27,During-COVID,2.4761904761904763,6,0,11,0,89,21,0.0,0.0,6.285714285714286,160.0,0.0,16.0,0.0,17.0,21.0
Delta Airlines,2021-09-28,During-COVID,-0.35,41,0,18,0,0,20,0.0,0.0,0.75,4.0,0.0,95.0,0.0,15.0,20.0
Delta Airlines,2021-09-29,During-COVID,-5.2,0,0,0,0,0,20,0.0,0.0,-5.45,0.0,0.0,0.0,0.0,15.0,20.0
Delta Airlines,2021-09-30,During-COVID,-2.0,21,0,0,0,0,21,0.0,0.0,-3.0,0.0,0.0,15.0,0.0,0.0,21.0
Delta Airlines,2021-10-01,During-COVID,6.0,58,0,0,0,0,21,0.0,0.0,-3.3333333333333335,5.0,0.0,0.0,0.0,55.0,21.0
Delta Airlines,2021-10-02,During-COVID,-2.3684210526315788,0,0,0,0,0,19,0.0,0.0,-7.105263157894737,0.0,0.0,0.0,0.0,0.0,19.0
Delta Airlines,2021-10-03,During-COVID,12.714285714285714,149,0,21,0,137,21,0.0,0.0,11.0,198.0,46.0,54.0,0.0,9.0,21.0
Delta Airlines,2021-10-04,During-COVID,2.238095238095238,78,0,17,0,0,21,0.0,0.0,1.5238095238095237,19.0,24.0,17.0,0.0,16.0,21.0
Delta Airlines,2021-10-05,During-COVID,-4.55,0,0,0,0,0,20,0.0,0.0,2.4,30.0,0.0,41.0,0.0,0.0,20.0
Delta Airlines,2021-10-06,During-COVID,-3.4,16,0,80,0,10,20,0.0,0.0,-1.65,1.0,0.0,0.0,0.0,17.0,20.0
Delta Airlines,2021-10-07,During-COVID,-4.285714285714286,0,0,2,0,15,21,0.0,0.0,-4.761904761904762,20.0,0.0,7.0,0.0,0.0,21.0
Delta Airlines,2021-10-08,During-COVID,9.380952380952381,6,0,25,0,203,21,0.0,0.0,23.523809523809526,461.0,0.0,16.0,0.0,83.0,21.0
Delta Airlines,2021-10-09,During-COVID,3.0526315789473686,22,0,0,0,15,19,0.0,0.0,-0.631578947368421,95.0,0.0,12.0,0.0,3.0,19.0
Delta Airlines,2021-10-10,During-COVID,4.666666666666667,51,0,8,0,66,21,0.0,0.0,9.954545454545455,200.0,0.0,65.0,0.0,16.0,22.0
Delta Airlines,2021-10-11,During-COVID,-1.6666666666666667,0,0,30,0,0,21,0.0,0.0,-4.238095238095238,24.0,0.0,0.0,0.0,35.0,21.0
Delta Airlines,2021-10-12,During-COVID,5.1,101,0,21,0,24,20,0.0,0.0,-5.3,93.0,0.0,3.0,0.0,0.0,20.0
Delta Airlines,2021-10-13,During-COVID,-2.8,14,0,32,0,0,20,0.0,0.0,-6.3,24.0,0.0,0.0,0.0,17.0,20.0
Delta Airlines,2021-10-14,During-COVID,-5.0,0,0,31,0,0,21,0.0,0.0,-6.0476190476190474,0.0,0.0,0.0,0.0,0.0,21.0
Delta Airlines,2021-10-15,During-COVID,3.9047619047619047,134,0,21,0,35,21,0.0,0.0,2.1904761904761907,100.0,0.0,16.0,0.0,0.0,21.0
Delta Airlines,2021-10-16,During-COVID,-6.388888888888889,0,0,0,0,0,18,0.0,0.0,-6.222222222222222,20.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-10-17,During-COVID,-2.9047619047619047,0,0,4,0,15,21,0.0,0.0,-2.0476190476190474,68.0,0.0,0.0,0.0,0.0,21.0
Delta Airlines,2021-10-18,During-COVID,-2.238095238095238,17,0,0,0,0,21,0.0,0.0,-5.0476190476190474,18.0,0.0,22.0,0.0,0.0,21.0
Delta Airlines,2021-10-19,During-COVID,-1.4,20,0,0,0,0,20,0.0,0.0,-6.55,21.0,25.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-10-20,During-COVID,-3.4,0,0,0,0,0,20,0.0,0.0,-6.1,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-10-21,During-COVID,0.7142857142857143,0,0,0,0,53,21,0.0,0.0,6.476190476190476,172.0,0.0,45.0,0.0,0.0,21.0
Delta Airlines,2021-10-22,During-COVID,-1.619047619047619,0,0,0,0,19,21,0.0,0.0,-2.4285714285714284,9.0,0.0,0.0,0.0,35.0,21.0
Delta Airlines,2021-10-23,During-COVID,-3.888888888888889,0,0,0,0,0,18,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-10-24,During-COVID,-0.8095238095238095,68,0,0,0,0,21,0.0,0.0,-4.0476190476190474,9.0,0.0,26.0,0.0,0.0,21.0
Delta Airlines,2021-10-25,During-COVID,4.285714285714286,74,0,62,0,0,21,0.0,0.0,0.6666666666666666,19.0,0.0,4.0,0.0,56.0,21.0
Delta Airlines,2021-10-26,During-COVID,0.95,0,0,0,0,87,20,0.0,0.0,-3.95,99.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-10-27,During-COVID,-5.25,0,0,0,0,0,20,0.0,0.0,-3.7,16.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-10-28,During-COVID,-3.0476190476190474,0,0,41,0,31,21,0.0,0.0,4.476190476190476,81.0,0.0,9.0,0.0,19.0,21.0
Delta Airlines,2021-10-29,During-COVID,0.09523809523809523,37,0,0,0,0,21,0.0,0.0,-3.0,41.0,0.0,0.0,0.0,0.0,21.0
Delta Airlines,2021-10-30,During-COVID,-3.8333333333333335,0,0,0,0,0,18,0.0,0.0,-3.0555555555555554,39.0,0.0,14.0,0.0,0.0,18.0
Delta Airlines,2021-10-31,During-COVID,-1.6875,8,0,9,0,0,16,0.0,0.0,-11.75,0.0,0.0,0.0,0.0,0.0,16.0
Delta Airlines,2021-11-01,During-COVID,8.428571428571429,217,0,14,0,0,21,0.0,0.0,-7.0476190476190474,14.0,0.0,3.0,0.0,0.0,21.0
Delta Airlines,2021-11-02,During-COVID,3.3,137,0,0,0,0,20,0.0,0.0,-5.05,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-03,During-COVID,-5.7,0,0,0,0,0,20,0.0,0.0,-1.45,77.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-04,During-COVID,-2.6666666666666665,0,0,0,0,0,21,0.0,0.0,-4.666666666666667,0.0,0.0,0.0,0.0,0.0,21.0
Delta Airlines,2021-11-05,During-COVID,-0.9047619047619048,0,0,0,0,19,21,0.0,0.0,-3.1904761904761907,44.0,0.0,21.0,0.0,0.0,21.0
Delta Airlines,2021-11-06,During-COVID,1.7777777777777777,6,0,109,0,62,18,0.0,0.0,-3.111111111111111,72.0,0.0,31.0,0.0,0.0,18.0
Delta Airlines,2021-11-07,During-COVID,-1.608695652173913,0,0,0,0,0,23,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,23.0
Delta Airlines,2021-11-08,During-COVID,-5.434782608695652,0,0,20,0,0,23,0.0,0.0,-9.043478260869565,0.0,0.0,23.0,0.0,35.0,23.0
Delta Airlines,2021-11-09,During-COVID,-5.85,0,0,0,0,0,20,0.0,0.0,-9.95,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-10,During-COVID,-5.8,0,0,0,0,0,20,0.0,0.0,-9.4,0.0,0.0,17.0,0.0,0.0,20.0
Delta Airlines,2021-11-11,During-COVID,-0.8260869565217391,0,0,85,0,0,23,0.0,0.0,-7.695652173913044,0.0,0.0,0.0,0.0,0.0,23.0
Delta Airlines,2021-11-12,During-COVID,-0.4782608695652174,0,0,110,0,97,23,0.0,0.0,4.956521739130435,156.0,0.0,37.0,0.0,0.0,23.0
Delta Airlines,2021-11-13,During-COVID,-3.7222222222222223,0,0,59,0,0,18,0.0,0.0,-7.111111111111111,0.0,0.0,0.0,0.0,21.0,18.0
Delta Airlines,2021-11-14,During-COVID,10.130434782608695,88,0,39,0,129,23,0.0,0.0,5.869565217391305,117.0,0.0,50.0,0.0,44.0,23.0
Delta Airlines,2021-11-15,During-COVID,-0.13043478260869565,0,0,0,0,0,23,0.0,0.0,-4.739130434782608,15.0,0.0,0.0,0.0,0.0,23.0
Delta Airlines,2021-11-16,During-COVID,-5.0,0,0,0,0,0,20,0.0,0.0,-9.6,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-17,During-COVID,-6.75,0,0,0,0,0,20,0.0,0.0,-7.55,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-18,During-COVID,-4.043478260869565,0,0,0,0,0,23,0.0,0.0,4.391304347826087,116.0,0.0,22.0,0.0,0.0,23.0
Delta Airlines,2021-11-19,During-COVID,-3.782608695652174,0,0,0,0,0,23,0.0,0.0,-5.869565217391305,0.0,0.0,0.0,0.0,0.0,23.0
Delta Airlines,2021-11-20,During-COVID,5.666666666666667,0,0,57,0,31,18,0.0,0.0,-2.6666666666666665,44.0,0.0,6.0,0.0,35.0,18.0
Delta Airlines,2021-11-21,During-COVID,3.5,0,0,0,0,65,22,0.0,0.0,-0.7727272727272727,113.0,0.0,0.0,0.0,21.0,22.0
Delta Airlines,2021-11-22,During-COVID,-0.65,0,0,0,0,0,20,0.0,0.0,-8.25,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-23,During-COVID,-3.0,0,0,16,0,0,20,0.0,0.0,-7.4,0.0,0.0,0.0,0.0,0.0,20.0
Delta Airlines,2021-11-24,During-COVID,-1.173913043478261,0,0,24,0,0,23,0.0,0.0,-6.782608695652174,28.0,0.0,0.0,0.0,0.0,23.0
Delta Airlines,2021-11-25,During-COVID,-4.076923076923077,0,0,0,0,0,13,0.0,0.0,-4.0,10.0,0.0,9.0,0.0,0.0,12.0
Delta Airlines,2021-11-26,During-COVID,6.615384615384615,0,0,21,0,148,13,0.0,0.0,-1.3571428571428572,0.0,0.0,0.0,0.0,163.0,14.0
Delta Airlines,2021-11-27,During-COVID,3.772727272727273,36,0,38,0,129,22,0.0,0.0,4.2727272727272725,210.0,0.0,21.0,0.0,12.0,22.0
Delta Airlines,2021-11-28,During-COVID,28.285714285714285,0,0,50,0,641,21,0.0,0.0,34.38095238095238,690.0,19.0,11.0,0.0,46.0,21.0
Delta Airlines,2021-11-29,During-COVID,5.956521739130435,0,0,46,0,214,23,0.0,0.0,5.608695652173913,238.0,0.0,24.0,0.0,14.0,23.0
Delta Airlines,2021-11-30,During-COVID,0.05,76,0,0,0,0,20,0.0,0.0,3.55,186.0,0.0,19.0,0.0,0.0,20.0
Delta Airlines,2021-12-01,During-COVID,-2.2,0,0,0,0,19,20,0.0,0.0,0.0,0.0,0.0,20.0,0.0,49.0,19.0
Delta Airlines,2021-12-02,During-COVID,-3.0454545454545454,0,0,0,0,0,22,0.0,0.0,-6.7727272727272725,20.0,0.0,16.0,0.0,23.0,22.0
Delta Airlines,2021-12-03,During-COVID,-3.772727272727273,0,0,0,0,0,22,0.0,0.0,-8.863636363636363,0.0,0.0,15.0,0.0,0.0,22.0
Delta Airlines,2021-12-04,During-COVID,-5.214285714285714,0,0,0,0,0,14,0.0,0.0,-11.2,0.0,0.0,0.0,0.0,0.0,15.0
Delta Airlines,2021-12-05,During-COVID,4.190476190476191,0,0,13,0,105,21,0.0,0.0,-2.2857142857142856,0.0,0.0,37.0,0.0,105.0,21.0
Delta Airlines,2021-12-06,During-COVID,32.18181818181818,124,421,80,0,69,22,0.0,0.0,9.090909090909092,147.0,0.0,69.0,0.0,83.0,22.0
Delta Airlines,2021-12-07,During-COVID,-1.0555555555555556,39,0,15,0,0,18,0.0,0.0,-12.11111111111111,16.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-12-08,During-COVID,-1.6111111111111112,8,7,29,0,0,18,0.0,0.0,-6.388888888888889,0.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2021-12-09,During-COVID,-3.4545454545454546,0,0,0,0,0,22,0.0,0.0,-8.318181818181818,0.0,0.0,0.0,0.0,0.0,22.0
Delta Airlines,2021-12-10,During-COVID,5.681818181818182,138,0,18,0,4,22,1.0,4.545454545454546,-0.8181818181818182,30.0,0.0,54.0,0.0,27.0,22.0
Delta Airlines,2021-12-11,During-COVID,41.92857142857143,471,0,96,0,41,14,0.0,0.0,4.857142857142857,27.0,0.0,52.0,0.0,53.0,14.0
Delta Airlines,2021-12-12,During-COVID,2.4761904761904763,7,13,15,0,8,21,0.0,0.0,-5.571428571428571,0.0,0.0,0.0,0.0,0.0,21.0
Delta Airlines,2021-12-13,During-COVID,23.363636363636363,452,0,0,0,60,22,0.0,0.0,-9.954545454545455,59.0,0.0,3.0,0.0,27.0,22.0
Delta Airlines,2021-12-14,During-COVID,33.0,198,0,3,0,377,18,0.0,0.0,16.22222222222222,464.0,10.0,5.0,0.0,35.0,18.0
Delta Airlines,2021-12-15,During-COVID,33.111111111111114,580,0,20,0,0,18,0.0,0.0,0.3888888888888889,75.0,74.0,9.0,0.0,3.0,18.0
Delta Airlines,2021-12-16,During-COVID,15.818181818181818,182,0,51,0,69,22,0.0,0.0,4.636363636363637,121.0,0.0,17.0,0.0,77.0,22.0
Delta Airlines,2021-12-17,During-COVID,19.636363636363637,253,0,12,0,97,22,0.0,0.0,5.190476190476191,173.0,0.0,9.0,0.0,32.0,21.0
Delta Airlines,2021-12-18,During-COVID,4.357142857142857,21,0,1,0,76,14,0.0,0.0,2.857142857142857,15.0,24.0,32.0,0.0,12.0,14.0
Delta Airlines,2021-12-19,During-COVID,2.0,0,0,0,0,34,15,0.0,0.0,-3.6666666666666665,39.0,0.0,5.0,0.0,0.0,15.0
Delta Airlines,2021-12-20,During-COVID,4.133333333333334,0,0,0,0,114,15,0.0,0.0,1.2666666666666666,136.0,0.0,0.0,0.0,0.0,15.0
Delta Airlines,2021-12-21,During-COVID,1.6,0,0,0,0,0,15,0.0,0.0,-3.4,44.0,0.0,0.0,0.0,0.0,15.0
Delta Airlines,2021-12-22,During-COVID,-1.6666666666666667,10,0,20,0,10,15,0.0,0.0,-10.133333333333333,0.0,0.0,0.0,0.0,0.0,15.0
Delta Airlines,2021-12-23,During-COVID,-0.7333333333333333,0,0,98,0,0,15,0.0,0.0,7.6,204.0,0.0,0.0,0.0,12.0,15.0
Delta Airlines,2021-12-24,During-COVID,1.0,57,0,3,0,0,9,0.0,0.0,-9.2,0.0,0.0,0.0,0.0,0.0,10.0
Delta Airlines,2021-12-25,During-COVID,-2.4,0,0,22,0,0,10,3.0,30.0,-0.1111111111111111,29.0,0.0,0.0,0.0,0.0,9.0
Delta Airlines,2021-12-26,During-COVID,8.866666666666667,27,0,136,0,84,15,3.0,20.0,12.933333333333334,107.0,0.0,10.0,0.0,133.0,15.0
Delta Airlines,2021-12-27,During-COVID,4.6,46,0,98,0,22,15,1.0,6.666666666666667,16.4,44.0,85.0,21.0,0.0,140.0,15.0
Delta Airlines,2021-12-28,During-COVID,1.1333333333333333,0,0,21,0,0,15,0.0,0.0,26.133333333333333,40.0,0.0,52.0,0.0,337.0,15.0
Delta Airlines,2021-12-29,During-COVID,-0.3333333333333333,0,0,94,0,13,15,0.0,0.0,8.8,74.0,26.0,50.0,0.0,38.0,15.0
Delta Airlines,2021-12-30,During-COVID,59.93333333333333,323,0,114,0,524,15,1.0,6.666666666666667,52.2,295.0,379.0,44.0,0.0,42.0,15.0
Delta Airlines,2021-12-31,During-COVID,-3.5555555555555554,0,0,0,0,0,9,2.0,22.22222222222222,8.8,131.0,0.0,1.0,0.0,26.0,10.0
Delta Airlines,2022-01-01,Post-COVID,30.5,272,18,2,0,29,10,0.0,0.0,9.11111111111111,0.0,50.0,26.0,0.0,0.0,9.0
Delta Airlines,2022-01-02,Post-COVID,4.6,3,2,139,0,54,15,2.0,13.333333333333334,15.866666666666667,152.0,16.0,69.0,0.0,20.0,15.0
Delta Airlines,2022-01-03,Post-COVID,56.86666666666667,710,0,4,0,93,15,1.0,6.666666666666667,67.0,965.0,0.0,29.0,0.0,74.0,15.0
Delta Airlines,2022-01-04,Post-COVID,29.8,0,0,47,0,459,15,0.0,0.0,19.25,274.0,0.0,14.0,0.0,115.0,16.0
Delta Airlines,2022-01-05,Post-COVID,-0.058823529411764705,0,0,0,0,52,17,0.0,0.0,23.294117647058822,423.0,0.0,42.0,0.0,50.0,17.0
Delta Airlines,2022-01-06,Post-COVID,68.17647058823529,0,1070,218,0,93,17,7.0,41.17647058823529,20.235294117647058,73.0,123.0,147.0,0.0,0.0,17.0
Delta Airlines,2022-01-07,Post-COVID,89.3529411764706,334,852,235,0,313,17,2.0,11.76470588235294,38.1764705882353,354.0,236.0,89.0,0.0,0.0,17.0
Delta Airlines,2022-01-08,Post-COVID,20.428571428571427,223,16,47,0,0,14,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,14.0
Delta Airlines,2022-01-09,Post-COVID,-0.3125,0,0,0,0,0,16,0.0,0.0,-3.3333333333333335,0.0,0.0,0.0,0.0,59.0,15.0
Delta Airlines,2022-01-10,Post-COVID,0.7222222222222222,0,0,0,0,77,18,0.0,0.0,-1.5789473684210527,196.0,0.0,23.0,0.0,0.0,19.0
Delta Airlines,2022-01-11,Post-COVID,-4.4375,0,0,0,0,0,16,0.0,0.0,-15.3125,0.0,0.0,0.0,0.0,0.0,16.0
Delta Airlines,2022-01-12,Post-COVID,-1.1875,0,0,0,0,64,16,0.0,0.0,-6.4375,94.0,0.0,0.0,0.0,0.0,16.0
Delta Airlines,2022-01-13,Post-COVID,-5.823529411764706,0,0,0,0,0,17,0.0,0.0,2.0588235294117645,23.0,0.0,0.0,0.0,168.0,17.0
Delta Airlines,2022-01-14,Post-COVID,-3.1666666666666665,0,0,0,0,0,18,0.0,0.0,-8.38888888888889,0.0,0.0,0.0,0.0,0.0,18.0
Delta Airlines,2022-01-15,Post-COVID,-5.0,0,0,0,0,0,13,0.0,0.0,-5.5,17.0,0.0,14.0,0.0,0.0,12.0
